标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
观澜湖独栋别墅大花园带泳池，看高尔夫景观可谈,"观澜湖 , 观澜",8室4厅,289.28平米,南,,低楼层(共2层),,,3950 万,136546 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105118482214.html,VR房源,独栋别墅大花园带泳池，看高尔夫景观价格可谈,优秀的高尔夫球会，由香港骏豪集团开发打造，全球低碳旅游景区，12个世界锦标级球场规模达216洞，享受高尔夫配套,4大会所观澜新城MH-MALL商城，高尔夫学院，网球学院，主题SPA,球会设穿梭巴士往返香港，深圳和球会之间，方便抵达香港及整个珠三角,,,暂无数据,2024-10-03,商品房,别墅,暂无数据,非共有,无抵押,挂牌时间:2024-10-03 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅A / 81.48平米 / 无 / 无窗 ; 餐厅A / 22.63平米 / 西 / 落地窗 ; 客厅B / 49.76平米 / 无 / 无窗 ; 餐厅B / 85.18平米 / 西 北 东 南 / 落地窗 ; 书房 / 8.16平米 / 西 / 普通窗 ; 卧室A / 20.33平米 / 南 / 普通窗 ; 多功能间A / 41.35平米 / 西 北 / 普通窗 ; 卧室B / 17.87平米 / 北 / 普通窗 ; 多功能间B / 15.73平米 / 无 / 无窗 ; 卧室C / 13.11平米 / 无 / 无窗 ; 卧室D / 12.58平米 / 北 / 普通窗 ; 卧室E / 18.08平米 / 北 / 普通窗 ; 卧室F / 35.8平米 / 南 / 普通窗 ; 厨房 / 12.65平米 / 西 / 普通窗 ; 卫生间A / 4.54平米 / 西 / 普通窗 ; 卫生间B / 3.92平米 / 无 / 无窗 ; 卫生间C / 3.16平米 / 东 / 普通窗 ; 卫生间D / 2.92平米 / 西 / 普通窗 ; 卫生间E / 3.77平米 / 西 / 普通窗 ; 卫生间F / 6.34平米 / 东 / 普通窗 ; 卫生间G / 16.32平米 / 西 南 / 普通窗 ; 阳台A / 24.52平米 / 西 北 东 南 / 普通窗 ; 阳台B / 8.22平米 / 西 东 南 / 普通窗 ; 储物间A / 11.11平米 / 无 / 无窗 ; 储物间B / 5.72平米 / 北 / 落地窗 ; 储物间C / 4.95平米 / 西 北 / 普通窗 ; 储物间D / 7.21平米 / 北 / 落地窗 ; 储物间E / 4.94平米 / 西 / 落地窗 ; 门厅 / 28.87平米 / 北 / 落地窗 ; 过道A / 14.42平米 / 北 / 普通窗 ; 过道B / 9.53平米 / 北 / 普通窗 ; 过道C / 14.38平米 / 北 / 普通窗 ; 衣帽间 / 9.12平米 / 无 / 无窗,
此房满五唯一，中间楼层，位置安静，看房方便,"深业泰然观澜玫瑰苑 , 观澜",4室2厅,151.39平米,南,毛坯,31层,2016年,板塔结合,680 万,44918 元,1,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105119699164.html,地铁 | VR看装修 | 随时看房,此房满五唯一，中间楼层，南向看公园，位置安静，原始毛坯户型,小区为综合体，以空中花园为分开住宅与商场。由深圳市国惠康国泰房地产开发有限公司开发，深业泰然（集团）有限公司控股，成立于1985年的深圳市属国有企业，注册资金8亿元，旗下拥有9家控股企业、2家参股企业资历雄厚。,兴万达广场，百佳华广场，场可以满足生活逛街需求，5公里内有观澜湖新城购物广场，衣食玩乐—一满足，购物happy的天堂，在走远一些是景区山水田园，跟亚洲大大的高尔夫球会，另有观澜版画村基地。,小区门距离有轨轨电车-新澜站100米，地铁4号线观澜站。楼下就是公交站吉盛酒店大公交站台，另外5公里上龙观快速，3公里上珠三角环线高速，各种交通设施配套齐全，出行便利。,,,暂无数据,2025-02-15,商品房,普通住宅,暂无数据,非共有,有抵押 270万元,挂牌时间:2025-02-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 270万元 | 房本备件:未上传房本照片,客厅 / 42.5平米 / 西南 东北 东南 / 普通窗 ; 卧室A / 21.14平米 / 无 / 未知窗户类型 ; 卧室B / 11.77平米 / 无 / 未知窗户类型 ; 卧室C / 12.48平米 / 无 / 未知窗户类型 ; 卧室D / 6.48平米 / 无 / 未知窗户类型 ; 厨房 / 4.8平米 / 东北 / 普通窗 ; 卫生间A / 4.38平米 / 西南 / 普通窗 ; 卫生间B / 3.14平米 / 东北 / 普通窗 ; 阳台A / 7.3平米 / 西南 东北 东南 / 普通窗 ; 阳台B / 2.95平米 / 东北 / 普通窗 ; 阳台C / 2.07平米 / 东北 / 普通窗 ; 阳台D / 3.63平米 / 西南 / 普通窗 ; 过道 / 2.4平米 / 无 / 无窗,
牛湖地铁口万科北宸之光精装三房出售,"北宸之光家园 , 观澜",3室1厅,81.3平米,东 南,精装,中楼层(共49层),2023年,塔楼,350 万,43051 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105120505719.html,VR房源,高层精装三房近地铁，通风采光好价格可谈,小区由3栋楼房组成，社区自带幼儿园，大泳池，儿童活动场地，刚需户型车位充足安保齐全,配套齐全，有牛湖夜市街区、观澜湖新城，购物、休闲、娱乐一应俱全；同时项目自带社区购物，生活便利,,,,2023-12-26,2025-04-23,商品房,普通住宅,未满两年,非共有,有抵押,挂牌时间:2025-04-23 | 交易权属:商品房 | 上次交易:2023-12-26 | 房屋用途:普通住宅 | 房屋年限:未满两年 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:已上传房本照片,客厅 / 18.54平米 / 东 / 普通窗 ; 卧室A / 6.17平米 / 无 / 未知窗户类型 ; 卧室B / 9.21平米 / 无 / 未知窗户类型 ; 卧室C / 5.83平米 / 东 / 普通窗 ; 厨房 / 3.99平米 / 北 / 普通窗 ; 卫生间 / 2.08平米 / 西 / 落地窗 ; 洗手间 / 1.26平米 / 无 / 无窗 ; 淋浴间 / 3.39平米 / 西 / 落地窗 ; 阳台 / 7.06平米 / 东 / 普通窗 ; 过道 / 3.4平米 / 无 / 无窗,
奥宸观壹城华府91平3房2卫 看花园安静,"奥宸观壹城 , 观澜",3室2厅,91.11平米,东北,,高楼层(共33层),2018年,板塔结合,300 万,32928 元,1,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120814651.html,地铁 | VR房源,满五唯一 税费少 业主 急  卖，房子户型方正使用 率 高,目占地约五万，总建面达到三十万平米，并且规划为具有70-130平米的住宅、40-80平米的公寓、以及四万平米的商场，小区里面配有水系景观，娱乐健身场所，儿童游乐场等,项目对，面有杜鹃幼儿园未来项目规划自带3200平米的12班中英双语幼儿园以及近的SHOPPINGMAL同时项目地理位置较为靠观澜湖新城未来也可共享观澜商，业旗舰,项目位于观平路与人民路交汇处西北侧，地铁4号线松元夏站旁边，交通比较方便，有公车线路，和观澜汽车总站，有各区班车到达清湖地铁站,,,暂无数据,2025-05-22,商品房,普通住宅,暂无数据,非共有,有抵押 340万元 民生银行,挂牌时间:2025-05-22 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 340万元 民生银行 | 房本备件:未上传房本照片,,
合正观澜汇一期 满五唯一 位置安静  急售,"合正观澜汇一期 , 观澜",3室2厅,89.47平米,南 北,精装,31层,2016年,板塔结合,456 万,50967 元,1,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105121361173.html,地铁 | VR房源,房满五年  位置安静   业主诚心卖,,下楼步行60米有四号线茜坑站，小区自带天虹出行购物便利，吃喝玩乐都有,,,,暂无数据,2025-07-07,商品房,普通住宅,暂无数据,非共有,有抵押 350万元 兴业银行,挂牌时间:2025-07-07 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 350万元 兴业银行 | 房本备件:未上传房本照片,客厅 / 26.32平米 / 西北 / 普通窗 ; 卧室A / 13.92平米 / 东 / 落地窗 ; 卧室B / 7.95平米 / 西北 / 落地窗 ; 卧室C / 9.11平米 / 无 / 无窗 ; 卧室D / 6.65平米 / 东南 / 落地窗 ; 厨房 / 7.33平米 / 东 / 普通窗 ; 卫生间A / 4.64平米 / 北 / 落地窗 ; 卫生间B / 4.61平米 / 西北 / 落地窗 ; 阳台 / 4.75平米 / 西北 东北 / 普通窗 ; 过道 / 4.08平米 / 无 / 无窗,
观澜湖 5室1厅 东南,"观澜湖 , 观澜",5室1厅,196平米,东南,毛坯,低楼层(共2层),,板楼,2670 万,136225 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105121271641.html,VR房源,,,,,,,暂无数据,2025-06-30,商品房,别墅,暂无数据,非共有,无抵押,挂牌时间:2025-06-30 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 125.8平米 / 西 北 东 南 / 落地窗 ; 多功能间 / 32.32平米 / 东 南 / 落地窗 ; 卧室A / 12.51平米 / 北 / 普通窗 ; 卧室B / 19.57平米 / 东 南 / 普通窗 ; 卧室C / 15.46平米 / 北 东 / 普通窗 ; 卧室D / 34.12平米 / 西 北 / 普通窗 ; 卫生间A / 4.24平米 / 东 / 普通窗 ; 卫生间B / 3.86平米 / 东 / 普通窗 ; 卫生间C / 4.24平米 / 北 东 / 普通窗 ; 卫生间D / 4.93平米 / 西 南 / 普通窗 ; 卫生间E / 12.49平米 / 西 南 / 普通窗 ; 阳台A / 4.28平米 / 北 东 / 普通窗 ; 阳台B / 3.45平米 / 西 北 西北 南 / 普通窗 ; 阳台C / 14.38平米 / 西 南 / 普通窗 ; 露台 / 92.27平米 / 西 北 东 南 / 普通窗 ; 储物间 / 1.71平米 / 东 / 普通窗,
小区环境好，房子满五，方正三房，采光好,"中航格澜郡阳光花园 , 观澜",3室2厅,116.55平米,东 西,精装,高楼层(共9层),2006年,,429 万,36809 元,0,,,VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105119403252.html,VR看装修 | 房本满五年,小区环境好，房子满五，方正三房，采光好。,中航格澜郡位于深圳龙华新区观澜，东临大和路，西临沿河路，南起环观南路，北至工业大道。其北面即为观澜世纪广场与文化艺术场所，与观澜街道办仅一河之隔，可谓是尊贵地段，尽享观澜政治、文化、商 业的优势。整个小区为苏格兰风情大社区。,综合商场：天虹商场、福城天虹、民乐福购物场所 医院：观澜人民医院 邮局：观澜邮局 银行：农业银行，浦发银行，建设银行，中国工商银行 其他：文化艺术场所、体育活动场所。,"深圳中航格澜郡公交站，途径中航格澜郡公交站的有B652路、B693路、M264路等6条公交线路.深圳中航格澜郡有7个公交站,分别是大和路口(157米),安佳工业园(193米),观澜天虹商场(419米),富士施乐(470米),格兰云天酒店(569米)等。另轻轨已经开通，出行更加方便。",,,2015-11-05,2025-01-04,商品房,普通住宅,满五年,非共有,有抵押,挂牌时间:2025-01-04 | 交易权属:商品房 | 上次交易:2015-11-05 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:已上传房本照片,客厅 / 29.49平米 / 北 东 / 落地窗 ; 卧室A / 7.21平米 / 南 / 普通窗 ; 卧室B / 10.36平米 / 南 / 普通窗 ; 卧室C / 17.03平米 / 无 / 未知窗户类型 ; 卧室D / 12.11平米 / 西 北 西北 / 普通窗 ; 厨房 / 5.08平米 / 南 / 普通窗 ; 卫生间A / 4.21平米 / 北 / 普通窗 ; 卫生间B / 6.37平米 / 北 / 普通窗 ; 阳台 / 3.75平米 / 西 东 南 / 普通窗 ; 过道 / 3.38平米 / 无 / 无窗,
精装修三房，保养好，次新房，旁边就是景区,"北宸之光家园 , 观澜",3室2厅,81.3平米,南,,中楼层(共49层),2023年,塔楼,285 万,35056 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105121919635.html,VR房源,小区由3栋楼房组成，社区自带幼儿园，大泳池，儿童活动场地,,配套齐全，有牛湖夜市街区、观澜湖新城，购物、休闲、娱乐一应俱全；同时项目自带社区购物，生活便利,,,,暂无数据,2025-08-26,商品房,普通住宅,暂无数据,非共有,有抵押 150万元,挂牌时间:2025-08-26 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 150万元 | 房本备件:未上传房本照片,客厅 / 18.41平米 / 南 / 普通窗 ; 卧室A / 5.66平米 / 南 / 普通窗 ; 卧室B / 10.24平米 / 无 / 未知窗户类型 ; 卧室C / 6.1平米 / 无 / 未知窗户类型 ; 厨房 / 4.08平米 / 东 / 普通窗 ; 卫生间 / 6.8平米 / 北 / 落地窗 ; 阳台 / 6.61平米 / 南 / 普通窗 ; 过道 / 3.51平米 / 无 / 无窗,
得房率高 配套齐全  业主诚心出售  交通便利,"华盛观荟名庭 , 观澜",4室2厅,87.56平米,东 北,,中楼层(共32层),2018年,板塔结合,379 万,43285 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121016535.html,地铁 | VR看装修,得房率高 配套齐全  业主诚心出售  交通便利,小区分两期开发，一期由公寓和住宅，二期三栋住宅。小区一期楼下是商 业，三楼是空中花园，三楼以上是住宅，一共有二栋一栋是公寓二栋是住宅，二期的小户型是2018年下半年才精装交房，次新房，居住舒适，二期自带泳池和园林,楼下就是为盛商场，隔壁新天虹、龙华三甲医院 深圳市龙华新区慢性病防治.观澜医院竹村社区健康服务邮局：中国邮政 中国邮政 观澜邮政局银行：中国建设银行，深圳市农村商.业银行。中国农业银行等，以及格兰云天酒店,长湖地铁口，福民影剧院;M337路M464路， 1经泗黎路与观光路，3个红绿灯到达梅观高速，梅观高速快速到达福田区； 2．通过观澜大道转机荷高速，可快速到达龙岗，宝安机场等等,,,暂无数据,2025-06-09,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-06-09 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 24.14平米 / 北 / 普通窗 ; 卧室A / 6.71平米 / 无 / 未知窗户类型 ; 卧室B / 16.98平米 / 无 / 未知窗户类型 ; 卧室C / 10.67平米 / 无 / 未知窗户类型 ; 卧室D / 7.98平米 / 北 / 落地窗 ; 厨房 / 4.88平米 / 无 / 未知窗户类型 ; 卫生间A / 3.92平米 / 无 / 未知窗户类型 ; 卫生间B / 4.81平米 / 无 / 未知窗户类型 ; 阳台 / 4.86平米 / 北 / 普通窗 ; 过道 / 4.54平米 / 无 / 无窗,
满五唯一税费少，看花园，客厅正出阳台，精装修,"城建仁山智水花园一期 , 观澜",5室2厅,158.15平米,北 南,精装,低楼层(共22层),2015年,塔楼,930 万,58805 元,1,,,VR看装修,https://sz.lianjia.com/ershoufang/105121030493.html,VR看装修,满五唯一住家装修，看花园，客厅出阳台，拎包入住，税费少。,仁山智水由深圳市城市建设开发公司开发，小区占地近20 0000平方米，总建筑面积为557584.63㎡，住宅282053.6㎡，商铺5860㎡，幼儿园3500.08㎡，建筑主体包括95栋住宅楼，其中有83栋低多层住宅及8栋高层和4栋高层，住宅共1445户，车位3158个,平安医院（6-800米百度地图测距）社区健康服务购物商场楼下保地利百货，天虹（2400米百度地图测距），22号线观湖站300米在建中,公交（观澜高新园站）M517、M264、313、E4路等，出小区约100有轨电车站台（电车接驳地铁4号线清湖地铁口），高速公路：机荷高速公路、梅观高速公路，交通方便，22号线观湖站300米在建中,,,暂无数据,2025-06-10,商品房,普通住宅,暂无数据,非共有,有抵押 350万元,挂牌时间:2025-06-10 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 350万元 | 房本备件:未上传房本照片,,
